"Author","Year","Art_ID","Experimental_Unit","Group","Species","Strain","Sex","Age_wks","Duration_wks","Method","Diet_P","Diet_C","Diet_F","Diet_Iso","Diet_Leu","Diet_Val","Diet_BCAA","Diet_kJ_g","Trait","Time_fasted","Change_Adjusted","n","Mean","SD","unique_ID"
"Mandal",2012,39,"39_1","39_1_3","R","unk_rat","B",NA,4,"ad_lib",13.34,60.55,26.11,0.264,0.45,0.28,0.994,16.61,"intake",0,NA,5,7.75,0.866,"39_1"
"Mandal",2012,39,"39_1","39_1_4","R","unk_rat","B",NA,4,"ad_lib",18.37,54.1,27.6,0.37,0.63,0.39,1.39,16.01,"intake",0,NA,5,7.29,0.334,"39_1"
"Mastsuzaki",2005,41,"41_1","41_1_1","R","Fischer_rat","M",6,2,"ad_lib",17.8,65.8,16.4,0.84,1.52,1.11,3.47,16.3,"intake",0,NA,6,12.57142857,3.741657387,"41_1"
"Mastsuzaki",2005,41,"41_1","41_1_2","R","Fischer_rat","M",6,2,"ad_lib",19.1,64.8,16.1,0.83,3,1.1,4.93,16.3,"intake",0,NA,6,12.85714286,3.474396145,"41_1"
"Mastsuzaki",2005,41,"41_1","41_1_3","R","Fischer_rat","M",6,2,"ad_lib",21.9,62.5,15.6,0.8,6.4,1.1,8.3,16.3,"intake",0,NA,6,13.28571429,3.474396145,"41_1"
"Mastsuzaki",2005,41,"41_1","41_1_4","R","Fischer_rat","M",6,2,"ad_lib",25.6,59.6,14.8,0.75,10.8,1,12.55,16.3,"intake",0,NA,6,12.92857143,4.008918629,"41_1"
"Mastsuzaki",2005,41,"41_1","41_1_5","R","Fischer_rat","M",6,2,"ad_lib",28.9,56.9,14.2,0.72,14.87,0.96,16.55,16.3,"intake",0,NA,6,13.5,4.543441113,"41_1"
"Mastsuzaki",2005,41,"41_1","41_1_6","R","Fischer_rat","M",6,2,"ad_lib",37.4,50.1,12.5,0.63,25,0.85,26.48,16.3,"intake",0,NA,6,8.5,2.672612419,"41_1"
"Morrison ",2007,42,"42_1","42_1_1","R","Sprague_Dawley_rat","M",NA,1,"ad_lib",10.2,56.4,33.3,0.48,0.87,0.64,1.99,16.5,"intake",0,NA,8,18.4,NA,"42_1"
"Morrison ",2007,42,"42_1","42_1_2","R","Sprague_Dawley_rat","M",NA,1,"ad_lib",20.5,56.4,23.1,0.97,1.75,1.28,4,16.5,"intake",0,NA,8,20.2,1.902295193,"42_1"
"Mu",2018,43,"43_1","43_1_1","M","C57Bl6_mouse","M",16,48,"ad_lib",6.7,83.6,9.7,0.33,0.6,0.44,1.37,15.6,"intake",0,NA,16,3.414,0.491868885,"43_1"
"Mu",2018,43,"43_1","43_1_2","M","C57Bl6_mouse","M",16,48,"ad_lib",13,77.4,9.6,0.61,1.11,0.81,2.53,15.8,"intake",0,NA,16,3.226,0.538344685,"43_1"
"Mu",2018,43,"43_1","43_1_3","M","C57Bl6_mouse","M",16,48,"ad_lib",9.7,80.6,9.7,1.4,2.1,1.5,5,15.6,"intake",0,NA,16,3.408,0.410536235,"43_1"
"Mu",2018,43,"43_1","43_1_4","M","C57Bl6_mouse","M",16,48,"ad_lib",16,74.4,9.6,1.6,2.6,1.9,6.1,15.8,"intake",0,NA,16,3.077,0.546090652,"43_1"
"Muramatsu ",1971,44,"44_1","44_1_1","R","Donryu_rat","M",NA,3,"ad_lib",10.3,78.2,11.5,0.49,0.88,0.64,2.01,16.5,"intake",0,NA,8,10.95238095,NA,"44_1"
"Muramatsu ",1971,44,"44_1","44_1_2","R","Donryu_rat","M",NA,3,"ad_lib",14.7,74.4,10.9,0.46,0.84,5.51,6.81,17.4,"intake",0,NA,4,8.714285714,NA,"44_1"
"Muramatsu ",1971,44,"44_1","44_1_3","R","Donryu_rat","M",NA,3,"ad_lib",14.7,74.4,10.9,0.46,5.74,0.61,6.81,17.4,"intake",0,NA,8,11.14285714,NA,"44_1"
